program	rep	depth	noReads	percMutate	targMut	lenRef	refMatch	refSnp	refIns	refDel	refNs	matches	snp	ins	del	Ns	elpTime	sysTime	UserTime	memKb	percCPU	seed	usedSeed	medakaModel	usedMedaka	usedMajCon	minLen	minDepth	fastq	schemeDir	scheme	schemeVer	prefix	conDef	conScaffoldBuilder	conStich
Lilo	9	50	4650	100	57	5700	5643	57	0	0	0	5697	3	591	0	913	221.12	32.84	452.28	401284	219%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	9	50	4650	100	57	5700	5643	57	0	0	0	5699	1	0	0	914	221.12	32.84	452.28	401284	219%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	9	50	4650	100	57	5700	5643	57	0	0	0	5697	3	4	0	913	221.12	32.84	452.28	401284	219%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	9	50	4650	100	57	5700	5643	57	0	0	0	5699	1	0	0	917	221.12	32.84	452.28	401284	219%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	9	50	4650	100	57	5700	5643	57	0	0	0	5696	4	4	0	916	221.12	32.84	452.28	401284	219%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	9	50	4650	100	57	5700	5643	57	0	0	0	5700	0	0	0	730	0.30	0.01	0.50	12520	167%	1024	9216	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	9	50	4650	100	57	5700	5643	57	0	0	0	5700	0	0	0	1375	0.29	0.02	0.49	10584	176%	1024	9216	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	9	50	4650	200	114	5700	5586	114	0	0	0	5699	1	0	0	960	48.68	3.31	48.38	387216	106%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	9	50	4650	200	114	5700	5586	114	0	0	0	5694	5	18	1	1299	1.51	0.51	2.17	12716	178%	1024	9216	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	9	50	4650	200	114	5700	5586	114	0	0	0	5700	0	0	0	1299	1.73	0.51	2.51	14992	174%	1024	9216	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	9	50	4650	200	114	5700	5586	114	0	0	0	5699	1	433	0	916	221.08	32.26	451.90	399240	218%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	9	50	4650	200	114	5700	5586	114	0	0	0	5697	3	533	0	922	221.08	32.26	451.90	399240	218%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	9	50	4650	200	114	5700	5586	114	0	0	0	5699	1	0	0	914	221.08	32.26	451.90	399240	218%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	9	50	4650	200	114	5700	5586	114	0	0	0	5697	3	4	0	922	221.08	32.26	451.90	399240	218%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	9	50	4650	200	114	5700	5586	114	0	0	0	5699	1	0	0	917	221.08	32.26	451.90	399240	218%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	9	50	4650	200	114	5700	5586	114	0	0	0	5696	4	4	0	926	221.08	32.26	451.90	399240	218%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	9	50	4650	200	114	5700	5586	114	0	0	0	5700	0	0	0	732	0.28	0.04	0.45	9372	175%	1024	9216	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	9	50	4650	200	114	5700	5586	114	0	0	0	5700	0	0	0	1375	0.29	0.03	0.48	12964	175%	1024	9216	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	9	50	4650	500	285	5700	5415	285	0	0	0	5697	3	0	0	960	52.21	3.39	51.88	389940	105%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	9	50	4650	500	285	5700	5415	285	0	0	0	5698	1	14	1	1838	1.47	0.47	2.13	15288	176%	1024	9216	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	9	50	4650	500	285	5700	5415	285	0	0	0	5700	0	0	0	2474	1.63	0.49	2.31	14420	172%	1024	9216	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	9	50	4650	500	285	5700	5415	285	0	0	0	5699	1	423	0	916	221.93	32.47	451.45	400116	218%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	9	50	4650	500	285	5700	5415	285	0	0	0	5696	3	496	1	924	221.93	32.47	451.45	400116	218%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	9	50	4650	500	285	5700	5415	285	0	0	0	5699	1	0	0	914	221.93	32.47	451.45	400116	218%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	9	50	4650	500	285	5700	5415	285	0	0	0	5697	3	4	0	924	221.93	32.47	451.45	400116	218%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	9	50	4650	500	285	5700	5415	285	0	0	0	5699	1	0	0	917	221.93	32.47	451.45	400116	218%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	9	50	4650	500	285	5700	5415	285	0	0	0	5696	4	5	0	933	221.93	32.47	451.45	400116	218%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	9	50	4650	500	285	5700	5415	285	0	0	0	5700	0	0	0	732	0.28	0.01	0.49	13092	177%	1024	9216	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	9	50	4650	500	285	5700	5415	285	0	0	0	5698	2	0	0	1376	0.28	0.01	0.50	11356	181%	1024	9216	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	9	50	4650	1000	570	5700	5134	564	2	2	0	5693	7	0	0	960	50.20	3.45	49.78	387068	106%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	9	50	4650	1000	570	5700	5134	564	2	2	0	5698	0	10	2	2356	1.15	0.34	1.67	15316	174%	1024	9216	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	9	50	4650	1000	570	5700	5134	564	2	2	0	5670	10	123	20	2358	1.32	0.36	1.88	11524	170%	1024	9216	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	9	50	4650	1000	570	5700	5134	564	2	2	0	5700	0	463	0	914	219.45	31.84	447.76	400568	218%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	9	50	4650	1000	570	5700	5134	564	2	2	0	5699	1	516	0	922	219.45	31.84	447.76	400568	218%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	9	50	4650	1000	570	5700	5134	564	2	2	0	5700	0	0	0	913	219.45	31.84	447.76	400568	218%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	9	50	4650	1000	570	5700	5134	564	2	2	0	5699	1	4	0	922	219.45	31.84	447.76	400568	218%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	9	50	4650	1000	570	5700	5134	564	2	2	0	5700	0	0	0	916	219.45	31.84	447.76	400568	218%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	9	50	4650	1000	570	5700	5134	564	2	2	0	5698	2	3	0	926	219.45	31.84	447.76	400568	218%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	9	50	4650	1000	570	5700	5134	564	2	2	0	5699	1	0	0	732	0.29	0.02	0.49	13268	176%	1024	9216	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	9	50	4650	1000	570	5700	5134	564	2	2	0	5699	0	0	1	1538	0.29	0.02	0.50	11908	181%	1024	9216	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.5000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	9	50	4650	0	0	11800	0	0	0	0	0	11800	0	0	0	1249	86.63	3.44	86.58	392740	103%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	9	50	4650	0	0	11800	0	0	0	0	0	11792	4	23	4	1835	2.86	0.97	4.31	13872	184%	1024	9216	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	9	50	4650	0	0	11800	0	0	0	0	0	11795	1	0	4	1775	3.35	0.90	5.13	13516	179%	1024	9216	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	9	50	4650	0	0	11800	0	0	0	0	0	11798	2	1480	0	1196	328.38	46.34	750.68	402724	242%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	9	50	4650	0	0	11800	0	0	0	0	0	11795	4	1601	1	1183	328.38	46.34	750.68	402724	242%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	9	50	4650	0	0	11800	0	0	0	0	0	11797	2	1	1	1187	328.38	46.34	750.68	402724	242%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	9	50	4650	0	0	11800	0	0	0	0	0	11795	4	7	1	1183	328.38	46.34	750.68	402724	242%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	9	50	4650	0	0	11800	0	0	0	0	0	11797	2	1	1	1191	328.38	46.34	750.68	402724	242%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	9	50	4650	0	0	11800	0	0	0	0	0	11795	4	7	1	1188	328.38	46.34	750.68	402724	242%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	9	50	4650	0	0	11800	0	0	0	0	0	11799	0	0	1	940	0.56	0.03	0.91	11584	170%	1024	9216	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	9	50	4650	0	0	11800	0	0	0	0	0	11798	0	0	2	3283	0.50	0.02	0.89	15808	181%	1024	9216	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	9	50	4650	100	118	11800	11682	118	0	0	0	11799	1	0	0	1249	92.66	3.49	92.70	391308	103%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	9	50	4650	100	118	11800	11682	118	0	0	0	11790	6	30	4	2211	2.90	0.86	4.38	13348	181%	1024	9216	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	9	50	4650	100	118	11800	11682	118	0	0	0	11795	1	0	4	2145	3.34	0.94	5.05	13840	179%	1024	9216	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	9	50	4650	100	118	11800	11682	118	0	0	0	11798	2	1480	0	1242	325.43	46.83	744.78	402064	243%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	9	50	4650	100	118	11800	11682	118	0	0	0	11795	4	1598	1	1229	325.43	46.83	744.78	402064	243%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	9	50	4650	100	118	11800	11682	118	0	0	0	11797	2	1	1	1233	325.43	46.83	744.78	402064	243%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	9	50	4650	100	118	11800	11682	118	0	0	0	11795	4	7	1	1229	325.43	46.83	744.78	402064	243%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	9	50	4650	100	118	11800	11682	118	0	0	0	11797	2	1	1	1238	325.43	46.83	744.78	402064	243%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	9	50	4650	100	118	11800	11682	118	0	0	0	11795	4	7	1	1235	325.43	46.83	744.78	402064	243%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	9	50	4650	100	118	11800	11682	118	0	0	0	11798	1	0	1	940	0.54	0.01	0.92	13348	174%	1024	9216	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	9	50	4650	100	118	11800	11682	118	0	0	0	11797	1	0	2	3283	0.49	0.04	0.86	15940	185%	1024	9216	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	9	50	4650	200	236	11800	11564	236	0	0	0	11799	1	0	0	1250	91.39	3.50	91.38	395692	103%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	9	50	4650	200	236	11800	11564	236	0	0	0	11792	5	27	3	1877	2.88	0.90	4.34	11628	182%	1024	9216	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	9	50	4650	200	236	11800	11564	236	0	0	0	11796	1	0	3	1849	3.32	0.95	5.00	12148	179%	1024	9216	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	9	50	4650	200	236	11800	11564	236	0	0	0	11798	2	1593	0	1228	330.28	46.42	751.19	402132	241%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	9	50	4650	200	236	11800	11564	236	0	0	0	11795	4	1673	1	1220	330.28	46.42	751.19	402132	241%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	9	50	4650	200	236	11800	11564	236	0	0	0	11797	2	1	1	1224	330.28	46.42	751.19	402132	241%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	9	50	4650	200	236	11800	11564	236	0	0	0	11795	4	7	1	1220	330.28	46.42	751.19	402132	241%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	9	50	4650	200	236	11800	11564	236	0	0	0	11797	2	1	1	1229	330.28	46.42	751.19	402132	241%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	9	50	4650	200	236	11800	11564	236	0	0	0	11795	4	7	1	1226	330.28	46.42	751.19	402132	241%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	9	50	4650	200	236	11800	11564	236	0	0	0	11798	1	0	1	940	0.56	0.04	0.92	16020	171%	1024	9216	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	9	50	4650	200	236	11800	11564	236	0	0	0	11796	2	0	2	3259	0.49	0.01	0.90	11596	183%	1024	9216	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	9	50	4650	500	590	11800	11212	587	1	1	0	11794	6	0	0	1249	85.49	3.54	85.34	392788	103%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	9	50	4650	500	590	11800	11212	587	1	1	0	11785	12	25	3	1271	2.91	0.98	4.37	13632	183%	1024	9216	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	9	50	4650	500	590	11800	11212	587	1	1	0	11797	1	0	2	1592	3.39	1.16	4.94	12184	179%	1024	9216	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	9	50	4650	500	590	11800	11212	587	1	1	0	11798	2	1248	0	1229	327.26	46.64	746.03	402640	242%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	9	50	4650	500	590	11800	11212	587	1	1	0	11795	4	1400	1	1221	327.26	46.64	746.03	402640	242%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
LiloIvar	9	50	4650	500	590	11800	11212	587	1	1	0	11797	2	1	1	1220	327.26	46.64	746.03	402640	242%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
Lilo	9	50	4650	500	590	11800	11212	587	1	1	0	11795	4	7	1	1221	327.26	46.64	746.03	402640	242%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	true	false
LiloIvar	9	50	4650	500	590	11800	11212	587	1	1	0	11797	2	1	1	1225	327.26	46.64	746.03	402640	242%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
Lilo	9	50	4650	500	590	11800	11212	587	1	1	0	11795	4	8	1	1228	327.26	46.64	746.03	402640	242%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
ivar	9	50	4650	500	590	11800	11212	587	1	1	0	11799	0	0	1	940	0.53	0.02	0.93	12324	179%	1024	9216	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
ivarTrim	9	50	4650	500	590	11800	11212	587	1	1	0	11798	1	1	1	3070	0.51	0.03	0.92	12504	184%	1024	9216	NA	false	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	false
artic	9	50	4650	1000	1180	11800	10628	1168	4	4	0	11788	12	0	0	1248	89.80	3.47	89.80	391868	103%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
buildCon	9	50	4650	1000	1180	11800	10628	1168	4	4	0	11799	1	7	0	2581	2.83	0.87	4.34	12748	183%	1024	9216	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
buildConIvar	9	50	4650	1000	1180	11800	10628	1168	4	4	0	11799	1	0	0	2563	3.31	0.91	4.99	10860	178%	1024	9216	r941_prom_high_g344	false	true	320	16	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	false	false	true
LiloIvar	9	50	4650	1000	1180	11800	10628	1168	4	4	0	11772	19	1352	9	1625	319.95	45.58	725.53	402064	241%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
Lilo	9	50	4650	1000	1180	11800	10628	1168	4	4	0	11760	19	1495	21	1799	319.95	45.58	725.53	402064	241%	1024	9216	r941_prom_high_g344	true	false	NA	NA	05-amplicon-reads	06-alt-schemes/06-schemes/	SARS-CoV-2	4.1.11000	10-new-bench/10-bench-artic-ivar	true	false	false
